TXN DATE,TRANSACTION ID,CUSTOMER ID,POLICY NUMBER,POLICY EFF DT,LOSS DT,REPORT DT,INSURANCE TYPE,PREMIUM AMOUNT,CLAIM AMOUNT,CUSTOMER NAME,CITY,STATE,POSTAL CODE,MARITAL STATUS,AGE,TENURE,EMPLOYMENT STATUS,NO OF FAMILY MEMBERS,RISK SEGMENTATION,HOUSE TYPE,SOCIAL CLASS,CUSTOMER EDUCATION LEVEL,CLAIM STATUS,INCIDENT SEVERITY,AUTHORITY CONTACTED,ANY INJURY,POLICE REPORT AVAILABLE,INCIDENT STATE,INCIDENT CITY,INCIDENT HOUR OF THE DAY,AGENT ID,VENDOR ID
03-08-2020,TXN00001597,A00005570,PLC00008010,15-04-2019,26-07-2020,29-07-2020,Travel,62.48,3000,Thomas Austin,Arvada,CO,80007,Married,28,72,Employed,2,Low,Rent,Lower Income,High School,Denied,Total Loss,Police,Yes,Yes,GA,Savannah,10,AGENT01123,No Vendor
03-08-2020,TXN00001598,A00009428,PLC00006004,18-09-2010,29-07-2020,30-07-2020,Property,98.72,31000,James Brown,Panama City,FL,32405,Married,46,99,Employed,7,Medium,Own,Lower Income,Masters,Approved,Minor Loss,Other,Yes,Yes,CT,Manchester,0,AGENT00128,VNDR00001
03-08-2020,TXN00001599,A00003166,PLC00009202,03-09-2019,23-07-2020,28-07-2020,Property,157.33,13000,Mildred Gaston,Lithia,FL,33547,Married,47,22,Employed,7,Low,Rent,Higher Income,Bachelor,Approved,Major Loss,Police,Yes,Yes,VT,Unknown,21,AGENT00468,No Vendor
03-08-2020,TXN00001600,A00005451,PLC00004177,20-11-2018,25-07-2020,28-07-2020,Life,66.41,90000,Bobby Holbrook,Louisville,KY,40291,Married,54,61,Employed,3,Medium,Rent,Higher Income,Bachelor,Approved,Minor Loss,Police,No,Yes,MD,Annapolis,11,AGENT00932,VNDR00354
03-08-2020,TXN00001601,A00006388,PLC00000371,25-03-2015,02-08-2020,02-08-2020,Life,70.17,96000,Leslie Dennis,Agawam,MA,1030,Single,36,40,Employed,2,Low,Mortgage,Higher Income,Bachelor,Approved,Major Loss,Police,Yes,Yes,GA,Savannah,7,AGENT00816,VNDR00307
03-08-2020,TXN00001602,A00008570,PLC00000635,23-08-2018,14-07-2020,19-07-2020,Motor,87.66,5000,Davida Martin,Norman,OK,73071,Married,28,71,Unemployed,3,Medium,Rent,Lower Income,Bachelor,Approved,Total Loss,Police,Yes,No,AR,Fayetteville,19,AGENT00455,VNDR00109
03-08-2020,TXN00001603,A00008451,PLC00003912,09-10-2010,26-07-2020,29-07-2020,Mobile,7.48,600,Manuel Bradbury,Louisville,KY,40216,Single,44,82,Unemployed,2,Medium,Own,Lower Income,High School,Approved,Total Loss,Ambulance,Yes,Yes,KY,Louisville,18,AGENT00190,VNDR00086
03-08-2020,TXN00001604,A00001604,PLC00002421,06-05-2011,01-08-2020,01-08-2020,Motor,124.20,1000,Elizabeth Engelhardt,Fayetteville,AR,72703,Married,28,90,Employed,6,Medium,Own,Higher Income,Bachelor,Approved,Total Loss,Police,Yes,No,DC,Washington,19,AGENT00720,No Vendor
03-08-2020,TXN00001605,A00003307,PLC00009633,19-12-2012,22-07-2020,27-07-2020,Motor,78.01,5000,Doris Johnson,San Leandro,CA,94578,Married,63,91,Employed,4,Low,Own,Medium Income,Unknown,Approved,Major Loss,Ambulance,Yes,Yes,MD,Glen Burnie,11,AGENT00282,No Vendor
03-08-2020,TXN00001606,A00002926,PLC00005635,14-09-2014,23-07-2020,28-07-2020,Health,189.66,19000,Timothy Bullock,Arvada,CO,80004,Single,49,107,Employed,4,High,Rent,Medium Income,High School,Approved,Major Loss,Police,Yes,No,AL,Montgomery,6,AGENT00052,VNDR00075
03-08-2020,TXN00001607,A00000532,PLC00006451,05-08-2017,29-07-2020,30-07-2020,Mobile,6.69,600,Myrtle Silverstein,Millis,MA,2054,Married,63,50,Employed,3,Medium,Mortgage,Medium Income,Masters,Approved,Total Loss,Ambulance,Yes,Yes,DC,Washington,23,AGENT00008,No Vendor
03-08-2020,TXN00001608,A00002593,PLC00006925,21-05-2017,17-07-2020,22-07-2020,Motor,98.83,1000,James Levine,Norton,MA,2766,Married,31,55,Employed,3,Low,Rent,Lower Income,Bachelor,Approved,Minor Loss,Police,No,Yes,CA,Hayward,18,AGENT00235,VNDR00280
03-08-2020,TXN00001609,A00006484,PLC00006983,17-12-2018,14-07-2020,19-07-2020,Motor,89.13,6000,Teresa Rogers,Anchorage,AK,99577,Married,64,42,Employed,3,High,Rent,Higher Income,Bachelor,Approved,Minor Loss,None,Yes,No,CO,Arvada,17,AGENT00832,VNDR00179
03-08-2020,TXN00001610,A00002614,PLC00008922,13-08-2018,18-07-2020,23-07-2020,Health,133.88,4000,John Hannan,Washington,DC,20003,Married,51,99,Employed,5,Low,Own,Lower Income,College,Approved,Total Loss,Ambulance,No,Yes,AR,Fayetteville,2,AGENT00668,No Vendor
03-08-2020,TXN00001611,A00003582,PLC00007029,02-04-2013,01-08-2020,01-08-2020,Life,86.12,41000,Bobby Ard,Louisville,KY,40214,Married,42,15,Employed,7,Low,Rent,Lower Income,College,Approved,Minor Loss,Police,Yes,Yes,DC,Washington,13,AGENT00993,No Vendor
03-08-2020,TXN00001612,A00002072,PLC00005517,04-05-2012,24-07-2020,27-07-2020,Property,144.83,19000,Jonathan Francis,Washington,DC,20011,Married,58,72,Employed,4,Medium,Own,Higher Income,Bachelor,Approved,Major Loss,Police,No,Yes,KY,Louisville,4,AGENT00784,VNDR00447
03-08-2020,TXN00001613,A00001876,PLC00000533,03-08-2010,26-07-2020,29-07-2020,Motor,92.26,5000,Alexander Mills,Norman,OK,73072,Single,26,119,Employed,4,Medium,Own,Medium Income,Masters,Approved,Total Loss,Police,Yes,Yes,FL,Panama City,19,AGENT00935,VNDR00039
03-08-2020,TXN00001614,A00008114,PLC00009650,02-02-2016,01-08-2020,01-08-2020,Motor,87.29,9000,Phil Wallis,Mansfield,MA,2048,Single,29,18,Employed,7,Low,Own,Lower Income,Bachelor,Approved,Minor Loss,Police,No,Yes,GA,Savannah,6,AGENT01005,VNDR00234
04-08-2020,TXN00001615,A00004911,PLC00000693,24-04-2015,02-08-2020,02-08-2020,Motor,84.96,7000,Arnold Adair,Fountain,FL,32438,Married,57,62,Employed,4,Medium,Rent,Higher Income,College,Approved,Major Loss,Ambulance,Yes,Yes,OK,Edmond,2,AGENT01189,VNDR00407
04-08-2020,TXN00001616,A00002437,PLC00005905,26-10-2014,17-07-2020,22-07-2020,Motor,82.97,5000,Zenaida Norman,Nashville,TN,37214,Married,54,19,Employed,4,Medium,Mortgage,Medium Income,Bachelor,Approved,Minor Loss,Police,Yes,Yes,AK,Anchorage,20,AGENT00631,VNDR00247
04-08-2020,TXN00001617,A00009413,PLC00003521,27-05-2013,30-07-2020,31-07-2020,Travel,64.88,1000,Crystal Shively,Montgomery,AL,36116,Married,45,65,Employed,3,Low,Rent,Medium Income,Bachelor,Approved,Minor Loss,Ambulance,No,No,CO,Arvada,7,AGENT00232,VNDR00574
04-08-2020,TXN00001618,A00006318,PLC00007800,14-09-2019,03-08-2020,03-08-2020,Travel,70.47,1000,John Moore,Moretown,VT,5660,Married,60,76,Employed,4,Low,Rent,Higher Income,MD,Approved,Minor Loss,Ambulance,Yes,Yes,CO,Arvada,10,AGENT00884,VNDR00269
04-08-2020,TXN00001619,A00000894,PLC00002248,05-11-2013,27-07-2020,30-07-2020,Property,159.00,25000,Tara Curran,Annapolis,MD,21403,Married,29,45,Employed,6,Medium,Rent,Medium Income,High School,Approved,Minor Loss,None,No,Yes,CT,Manchester,16,AGENT00202,VNDR00040
04-08-2020,TXN00001620,A00002627,PLC00008084,13-03-2015,30-07-2020,31-07-2020,Motor,105.45,10000,Susan Jones,Arvada,CO,80004,Married,49,25,Employed,2,Medium,Rent,Lower Income,PhD,Approved,Minor Loss,Police,Yes,Yes,MD,Edgewater,17,AGENT00458,VNDR00415
04-08-2020,TXN00001621,A00004961,PLC00006868,13-08-2010,31-07-2020,01-08-2020,Life,54.84,61000,Barbara Peebles,Nashville,TN,37217,Married,62,9,Employed,6,Medium,Own,Lower Income,MD,Approved,Minor Loss,Ambulance,Yes,Yes,AK,Homer,7,AGENT00117,VNDR00082
04-08-2020,TXN00001622,A00006646,PLC00008552,19-07-2012,23-07-2020,28-07-2020,Property,128.34,37000,Goldie Daigle,Fayetteville,AR,72703,Married,44,68,Employed,3,Medium,Mortgage,Lower Income,PhD,Approved,Total Loss,Ambulance,Yes,Yes,GA,Savannah,12,AGENT00158,VNDR00566
04-08-2020,TXN00001623,A00006368,PLC00007555,04-08-2014,15-07-2020,20-07-2020,Life,97.25,58000,Donald Mayoras,Fayetteville,AR,72701,Married,56,28,Employed,4,High,Rent,Medium Income,Bachelor,Approved,Minor Loss,Police,Yes,Yes,CA,Livermore,14,AGENT00612,VNDR00451
04-08-2020,TXN00001624,A00003898,PLC00005982,02-03-2011,21-07-2020,26-07-2020,Life,62.10,68000,Laura Trantham,Manchester,CT,6040,Married,54,98,Employed,4,Low,Rent,Higher Income,Bachelor,Approved,Minor Loss,Ambulance,No,No,GA,Savannah,7,AGENT00712,No Vendor
04-08-2020,TXN00001625,A00006856,PLC00004329,28-03-2012,29-07-2020,31-07-2020,Motor,101.01,8000,Noemi Fairley,Arvada,CO,80004,Married,30,82,Employed,6,High,Mortgage,Higher Income,Unknown,Approved,Total Loss,Police,No,Yes,CO,Arvada,13,AGENT01187,VNDR00513
04-08-2020,TXN00001626,A00006166,PLC00004473,03-08-2011,17-07-2020,22-07-2020,Motor,111.10,7000,Scott Jennrich,Savannah,GA,31401,Single,26,18,Employed,4,Medium,Rent,Lower Income,High School,Approved,Major Loss,Ambulance,Yes,No,CA,Hanford,8,AGENT00785,No Vendor
04-08-2020,TXN00001627,A00000911,PLC00000077,23-01-2017,01-08-2020,01-08-2020,Property,105.60,33000,Louis Aronson,Nashville,TN,37211,Single,63,83,Employed,6,Medium,Own,Lower Income,High School,Approved,Minor Loss,Ambulance,Yes,Yes,CA,Berkeley,9,AGENT00716,No Vendor
04-08-2020,TXN00001628,A00001204,PLC00000964,14-06-2013,20-07-2020,25-07-2020,Motor,99.91,1000,Elizabeth Brock,Manchester,CT,6040,Married,49,44,Unemployed,7,Medium,Own,Medium Income,College,Approved,Minor Loss,Police,Yes,No,CA,Santa Rosa,12,AGENT00979,VNDR00339
04-08-2020,TXN00001629,A00007178,PLC00006330,11-09-2012,25-07-2020,28-07-2020,Motor,76.52,2000,Paul Serrano,Alameda,CA,94502,Single,52,106,Employed,6,Medium,Mortgage,Higher Income,High School,Approved,Minor Loss,Police,No,No,GA,Savannah,18,AGENT00609,VNDR00005
04-08-2020,TXN00001630,A00001268,PLC00009879,19-12-2015,23-07-2020,28-07-2020,Travel,58.01,1000,Eric Charles,Fayetteville,AR,72701,Married,57,90,Employed,7,Low,Own,Lower Income,MD,Approved,Total Loss,Ambulance,Yes,Yes,DC,Washington,7,AGENT01010,VNDR00126
04-08-2020,TXN00001631,A00008446,PLC00001059,24-11-2013,31-07-2020,01-08-2020,Property,132.70,24000,Marylee File,Anchorage,AK,99503,Married,50,113,Employed,3,Medium,Mortgage,Medium Income,MD,Approved,Total Loss,Ambulance,No,Yes,MA,Cambridge,22,AGENT00514,No Vendor
04-08-2020,TXN00001632,A00001935,PLC00003015,07-09-2017,31-07-2020,01-08-2020,Life,56.86,30000,Marion Baker,Fayetteville,AR,72703,Married,45,95,Employed,6,Medium,Rent,Medium Income,High School,Approved,Total Loss,None,Yes,No,TN,Nashville,20,AGENT00751,VNDR00191
05-08-2020,TXN00001633,A00006829,PLC00003816,18-06-2012,25-07-2020,30-07-2020,Life,87.10,99000,Dominick Smith,Nashville,TN,37013,Married,50,53,Employed,4,Medium,Rent,Medium Income,College,Approved,Minor Loss,Ambulance,No,Yes,AZ,Glendale,19,AGENT00607,VNDR00375
05-08-2020,TXN00001634,A00006126,PLC00005686,21-12-2013,03-08-2020,03-08-2020,Mobile,7.19,300,Raymond Martin,Peoria,AZ,85382,Married,64,7,Employed,6,Low,Rent,Medium Income,Bachelor,Approved,Major Loss,Ambulance,No,No,MD,Severn,20,AGENT00593,VNDR00229
05-08-2020,TXN00001635,A00006986,PLC00008641,18-05-2013,29-07-2020,31-07-2020,Life,66.71,43000,David Hopkins,Annapolis,MD,21409,Single,54,30,Employed,5,Low,Mortgage,Lower Income,Bachelor,Approved,Minor Loss,Ambulance,Yes,Yes,FL,Tampa,17,AGENT01160,No Vendor
05-08-2020,TXN00001636,A00001634,PLC00000894,10-12-2019,21-07-2020,26-07-2020,Life,86.26,96000,Manuel Schoonmaker,Aspen,CO,81611,Single,45,38,Employed,3,Medium,Mortgage,Medium Income,College,Approved,Total Loss,Police,No,Yes,FL,Panama City Beach,21,AGENT00534,VNDR00060
05-08-2020,TXN00001637,A00002001,PLC00002488,01-01-2019,30-07-2020,01-08-2020,Mobile,10.73,100,Clarence Smith,Manchester,CT,6040,Married,53,50,Employed,2,Medium,Mortgage,Medium Income,High School,Denied,Major Loss,Police,Yes,No,CT,Manchester,16,AGENT00892,No Vendor
05-08-2020,TXN00001638,A00005729,PLC00002609,28-08-2012,29-07-2020,31-07-2020,Mobile,9.30,300,David Magallan,Fayetteville,AR,72701,Married,38,53,Employed,4,Low,Mortgage,Higher Income,Bachelor,Approved,Minor Loss,Police,Yes,Yes,KY,Louisville,23,AGENT00551,No Vendor
05-08-2020,TXN00001639,A00005209,PLC00009990,27-04-2017,27-07-2020,30-07-2020,Health,127.13,19000,Mary Wright,Washington,DC,20001,Married,28,41,Employed,5,High,Mortgage,Lower Income,College,Approved,Total Loss,None,Yes,Yes,OK,Norman,1,AGENT00687,VNDR00096
05-08-2020,TXN00001640,A00007585,PLC00002715,16-11-2015,16-07-2020,21-07-2020,Property,105.58,36000,Thomas Diehl,Severn,MD,21144,Married,39,16,Employed,3,Medium,Mortgage,Lower Income,High School,Approved,Major Loss,None,Yes,Yes,OK,Oklahoma City,7,AGENT00784,No Vendor
05-08-2020,TXN00001641,A00009183,PLC00006588,21-05-2014,30-07-2020,01-08-2020,Motor,116.92,1000,Jim Cheatom,Manchester,CT,6042,Married,44,94,Unemployed,5,Low,Rent,Medium Income,Bachelor,Approved,Total Loss,Police,No,Yes,VT,West Windsor,22,AGENT00992,VNDR00400
05-08-2020,TXN00001642,A00002915,PLC00007070,12-10-2011,17-07-2020,22-07-2020,Property,137.56,21000,Rita Evans,Hayward,CA,94545,Married,52,71,Employed,7,Medium,Mortgage,Higher Income,PhD,Approved,Minor Loss,Other,Yes,No,CA,Eureka,23,AGENT00225,No Vendor
05-08-2020,TXN00001643,A00000519,PLC00003134,31-08-2012,20-07-2020,25-07-2020,Life,59.78,26000,Jerry Sanford,Saint Albans Town,VT,5488,Married,39,97,Employed,2,High,Mortgage,Lower Income,Bachelor,Approved,Total Loss,Other,Yes,Yes,CO,Arvada,21,AGENT00911,No Vendor
05-08-2020,TXN00001644,A00009034,PLC00002332,29-11-2017,25-07-2020,30-07-2020,Mobile,11.58,200,James Sandridge,Washington,DC,20016,Married,47,17,Employed,6,Low,Own,Medium Income,College,Approved,Minor Loss,Ambulance,Yes,Yes,TN,Nashville,18,AGENT00054,VNDR00489
05-08-2020,TXN00001645,A00005673,PLC00007999,24-03-2012,20-07-2020,25-07-2020,Mobile,10.88,500,Phillis Ly,Manchester,CT,6040,Single,56,50,Employed,4,Medium,Own,Medium Income,High School,Approved,Total Loss,None,No,No,FL,Panama City Beach,15,AGENT00692,VNDR00505
05-08-2020,TXN00001646,A00004494,PLC00007701,11-05-2019,03-08-2020,03-08-2020,Life,96.53,13000,Theodore Mccoy,Mountain View,CA,94043,Single,43,116,Employed,2,High,Mortgage,Medium Income,High School,Approved,Total Loss,Police,Yes,Yes,MA,Palmer,10,AGENT00045,VNDR00517
05-08-2020,TXN00001647,A00000607,PLC00002967,13-04-2011,19-07-2020,24-07-2020,Life,85.25,23000,Russell Wilcox,Anchorage,AK,99518,Single,45,62,Unemployed,7,Medium,Mortgage,Medium Income,MD,Approved,Minor Loss,Police,Yes,Yes,GA,Pooler,5,AGENT00382,VNDR00100
05-08-2020,TXN00001648,A00003288,PLC00000815,09-10-2017,19-07-2020,24-07-2020,Mobile,8.35,700,Paul Acuna,Washington,DC,20011,Married,56,49,Unemployed,4,Low,Mortgage,Lower Income,Bachelor,Approved,Total Loss,Ambulance,Yes,Yes,CO,Arvada,17,AGENT00903,No Vendor
05-08-2020,TXN00001649,A00000364,PLC00007111,28-08-2015,26-07-2020,29-07-2020,Motor,95.05,8000,Russell Hill,Piedmont,CA,94610,Single,62,44,Employed,6,Medium,Mortgage,Medium Income,MD,Approved,Major Loss,Ambulance,Yes,Yes,DC,Washington,6,AGENT00455,VNDR00305
05-08-2020,TXN00001650,A00002268,PLC00004860,08-05-2019,31-07-2020,01-08-2020,Health,158.78,20000,Jessica Greer,Scituate,MA,2066,Married,36,44,Unemployed,3,Low,Rent,Medium Income,Masters,Approved,Minor Loss,Ambulance,Yes,Yes,GA,Savannah,2,AGENT00472,VNDR00395
05-08-2020,TXN00001651,A00000684,PLC00008272,11-06-2019,24-07-2020,29-07-2020,Health,169.27,18000,Edna Armstrong,Savannah,GA,31404,Single,61,108,Employed,4,Medium,Mortgage,Medium Income,Masters,Approved,Total Loss,Other,Yes,Yes,MD,Glen Burnie,18,AGENT00916,VNDR00297
05-08-2020,TXN00001652,A00002343,PLC00000156,25-07-2014,31-07-2020,01-08-2020,Motor,95.82,1000,Maud Urrutia,Fayetteville,AR,72703,Married,40,19,Unemployed,6,Medium,Mortgage,Higher Income,Bachelor,Approved,Major Loss,Police,No,Yes,VT,Ludlow,9,AGENT00333,No Vendor
05-08-2020,TXN00001653,A00003223,PLC00009095,30-11-2012,23-07-2020,28-07-2020,Motor,72.56,5000,Winnie Durant,Louisville,KY,40272,Married,41,85,Employed,2,Low,Mortgage,Higher Income,High School,Denied,Major Loss,Police,Yes,Yes,CA,Chico,14,AGENT00705,VNDR00064
05-08-2020,TXN00001654,A00007068,PLC00005087,10-01-2017,04-08-2020,04-08-2020,Life,76.92,42000,Harley Smith,Montgomery,AL,36117,Married,28,46,Employed,2,Low,Mortgage,Medium Income,Bachelor,Approved,Minor Loss,Ambulance,No,Yes,CO,Arvada,13,AGENT00602,VNDR00398
05-08-2020,TXN00001655,A00009054,PLC00002666,07-12-2010,30-07-2020,01-08-2020,Property,142.17,18000,Barbara Withers,Pooler,GA,31322,Single,64,93,Employed,3,Medium,Mortgage,Lower Income,High School,Approved,Total Loss,Ambulance,No,Yes,TN,Nashville,8,AGENT01197,VNDR00313
05-08-2020,TXN00001656,A00003078,PLC00000864,04-01-2015,18-07-2020,23-07-2020,Property,103.84,18000,Priscilla Wright,Manchester,CT,6042,Married,49,28,Employed,5,High,Mortgage,Lower Income,Bachelor,Denied,Major Loss,Other,Yes,No,AR,Fayetteville,21,AGENT01013,VNDR00037
05-08-2020,TXN00001657,A00008170,PLC00002606,23-12-2017,29-07-2020,31-07-2020,Mobile,8.20,500,Everett Hall,Savannah,GA,31404,Married,50,16,Employed,7,Low,Mortgage,Medium Income,Bachelor,Approved,Minor Loss,Ambulance,Yes,Yes,MD,Severn,18,AGENT00182,VNDR00018
06-08-2020,TXN00001658,A00009645,PLC00008239,07-12-2016,19-07-2020,24-07-2020,Health,178.93,7000,Joseph Brandenburg,Mammoth Lakes,CA,93546,Married,52,100,Employed,3,Medium,Rent,Medium Income,Bachelor,Approved,Total Loss,Ambulance,Yes,Yes,AZ,Glendale,23,AGENT00815,VNDR00373
06-08-2020,TXN00001659,A00007757,PLC00007736,17-08-2015,05-08-2020,05-08-2020,Health,197.86,14000,Ashley George,Brentwood,TN,37027,Married,42,16,Employed,4,Low,Rent,Medium Income,Masters,Approved,Minor Loss,Police,Yes,Yes,TN,Nashville,2,AGENT01039,VNDR00222
06-08-2020,TXN00001660,A00004028,PLC00008053,11-11-2015,29-07-2020,01-08-2020,Health,191.68,5000,Gordon Blankenship,Washington,DC,20020,Married,55,79,Employed,7,Low,Own,Medium Income,Bachelor,Approved,Major Loss,Other,Yes,Yes,CT,Manchester,15,AGENT00706,No Vendor
06-08-2020,TXN00001661,A00005444,PLC00006560,21-05-2019,31-07-2020,02-08-2020,Life,62.43,67000,Thomas Gaines,Anchorage,AK,99577,Married,38,45,Employed,6,High,Own,Higher Income,College,Approved,Total Loss,Police,Yes,Yes,GA,Savannah,11,AGENT00211,VNDR00037
06-08-2020,TXN00001662,A00005853,PLC00008747,26-05-2015,03-08-2020,03-08-2020,Life,93.49,25000,Marilyn Bullinger,Lunenburg,VT,5906,Married,61,18,Employed,2,Low,Rent,Lower Income,Bachelor,Approved,Minor Loss,Ambulance,Yes,Yes,CA,Oakland,21,AGENT00766,No Vendor
06-08-2020,TXN00001663,A00008679,PLC00003974,12-09-2012,22-07-2020,27-07-2020,Mobile,10.08,600,Albert Matthes,Arvada,CO,80003,Married,51,87,Employed,4,Low,Mortgage,Lower Income,Bachelor,Approved,Minor Loss,Police,Yes,Yes,CA,Alameda,19,AGENT01147,VNDR00252
06-08-2020,TXN00001664,A00000961,PLC00009870,27-11-2019,19-07-2020,24-07-2020,Mobile,11.06,400,Dorothy Garcia,Littleton,CO,80128,Married,52,95,Employed,3,Medium,Own,Medium Income,Unknown,Approved,Minor Loss,Police,Yes,Yes,MD,Annapolis,9,AGENT00685,VNDR00125
06-08-2020,TXN00001665,A00006497,PLC00007134,23-06-2019,05-08-2020,05-08-2020,Mobile,8.17,300,Leona Nixon,Maidstone,VT,5905,Married,44,15,Employed,2,Medium,Rent,Medium Income,Bachelor,Approved,Total Loss,None,Yes,Yes,DC,Washington,23,AGENT00563,VNDR00449
06-08-2020,TXN00001666,A00006540,PLC00006849,01-10-2011,05-08-2020,05-08-2020,Life,64.50,46000,Palmer Miller,Washington,DC,20018,Married,33,51,Employed,5,High,Mortgage,Medium Income,MD,Approved,Minor Loss,Ambulance,No,No,MD,Crofton,7,AGENT01114,VNDR00317
06-08-2020,TXN00001667,A00000273,PLC00009695,10-10-2017,22-07-2020,27-07-2020,Property,132.66,25000,Josephine Pyle,Fayetteville,AR,72703,Married,51,31,Employed,4,Low,Rent,Higher Income,MD,Approved,Major Loss,None,Yes,Yes,VT,Wheelock,3,AGENT00284,VNDR00251
06-08-2020,TXN00001668,A00008159,PLC00007896,19-01-2012,03-08-2020,03-08-2020,Life,75.90,34000,Tanesha Dickinson,Fayetteville,AR,72701,Married,40,65,Employed,2,Low,Rent,Medium Income,Bachelor,Approved,Major Loss,Ambulance,No,Yes,MD,Edgewater,10,AGENT00825,VNDR00425
06-08-2020,TXN00001669,A00006491,PLC00007778,09-03-2014,22-07-2020,27-07-2020,Property,82.63,26000,Mildred Sparks,Unknown,TN,37080,Single,44,75,Employed,2,High,Rent,Medium Income,Bachelor,Approved,Minor Loss,Police,Yes,No,OK,Oklahoma City,18,AGENT01091,VNDR00488
06-08-2020,TXN00001670,A00004870,PLC00000806,20-04-2013,05-08-2020,05-08-2020,Mobile,8.12,400,Joseph Wong,Oakland,CA,94609,Married,37,18,Employed,6,High,Own,Lower Income,Unknown,Approved,Major Loss,Police,Yes,No,AL,Montgomery,9,AGENT00096,VNDR00310
06-08-2020,TXN00001671,A00001929,PLC00000407,10-08-2011,18-07-2020,23-07-2020,Health,110.93,15000,Flora Troke,Anchorage,AK,99567,Single,28,26,Employed,4,Medium,Rent,Higher Income,PhD,Approved,Major Loss,Ambulance,No,Yes,FL,Lynn Haven,1,AGENT00887,VNDR00164
06-08-2020,TXN00001672,A00008712,PLC00002235,07-12-2013,26-07-2020,31-07-2020,Motor,132.65,2000,Steven Roberts,Fayetteville,AR,72703,Single,57,34,Employed,5,Medium,Rent,Lower Income,Bachelor,Approved,Minor Loss,Ambulance,No,No,CA,Mountain View,1,AGENT00077,VNDR00268
06-08-2020,TXN00001673,A00000009,PLC00003056,24-10-2015,01-08-2020,02-08-2020,Travel,90.41,1000,Travis Brazil,Pooler,GA,31322,Married,54,34,Employed,4,Medium,Mortgage,Higher Income,Bachelor,Approved,Major Loss,Ambulance,No,Yes,AR,Fayetteville,5,AGENT00797,No Vendor
06-08-2020,TXN00001674,A00008002,PLC00001395,18-11-2013,01-08-2020,02-08-2020,Property,99.69,21000,Tim Mimnaugh,Annapolis,MD,21403,Married,38,36,Employed,3,Low,Mortgage,Medium Income,High School,Approved,Total Loss,Ambulance,Yes,No,AL,Montgomery,14,AGENT00777,VNDR00465
06-08-2020,TXN00001675,A00008206,PLC00004065,07-02-2016,02-08-2020,03-08-2020,Health,153.52,16000,Riva Hunter,Washington,DC,20011,Single,55,53,Employed,2,Medium,Rent,Higher Income,MD,Denied,Minor Loss,Other,No,Yes,MD,Deale,19,AGENT00535,VNDR00430
06-08-2020,TXN00001676,A00002211,PLC00000062,26-09-2014,23-07-2020,28-07-2020,Mobile,11.25,200,Douglas Richardson,Annapolis,MD,21403,Married,51,56,Employed,4,Low,Mortgage,Higher Income,High School,Approved,Major Loss,Police,No,Yes,AZ,Glendale,18,AGENT00776,VNDR00420
06-08-2020,TXN00001677,A00004389,PLC00009241,10-10-2011,29-07-2020,01-08-2020,Mobile,11.08,100,Letha Haack,Pooler,GA,31322,Married,57,77,Employed,3,Low,Own,Medium Income,High School,Approved,Minor Loss,Ambulance,Yes,Yes,AK,Anchorage,2,AGENT00913,VNDR00589
06-08-2020,TXN00001678,A00000580,PLC00002675,13-09-2016,18-07-2020,23-07-2020,Motor,90.07,5000,Hattie Diaz,Lynn Haven,FL,32444,Married,34,22,Employed,7,Low,Rent,Higher Income,Unknown,Approved,Total Loss,None,Yes,No,GA,Savannah,9,AGENT00226,No Vendor
06-08-2020,TXN00001679,A00001408,PLC00001664,17-07-2011,25-07-2020,30-07-2020,Life,88.00,50000,Loretta Pierson,Anchorage,AK,99508,Married,64,87,Employed,7,Medium,Own,Medium Income,Bachelor,Approved,Minor Loss,Ambulance,No,Yes,CA,Berkeley,1,AGENT00740,VNDR00330
06-08-2020,TXN00001680,A00004526,PLC00008973,09-09-2015,26-07-2020,31-07-2020,Health,123.72,3000,Dennis Fuller,Glendale,AZ,85301,Married,47,20,Unemployed,5,Low,Rent,Higher Income,MD,Approved,Minor Loss,Ambulance,Yes,Yes,AR,Farmington,20,AGENT00886,No Vendor
07-08-2020,TXN00001681,A00008271,PLC00008718,02-06-2017,02-08-2020,03-08-2020,Property,90.68,20000,Sergio Griggs,Arvada,CO,80003,Single,44,61,Employed,4,Low,Rent,Higher Income,MD,Approved,Major Loss,None,Yes,Yes,VT,Shelburne,6,AGENT00688,VNDR00286
07-08-2020,TXN00001682,A00006475,PLC00005882,26-04-2016,31-07-2020,02-08-2020,Life,85.64,82000,Teresa Mcalpine,Fayetteville,AR,72701,Married,25,56,Employed,4,Medium,Mortgage,Higher Income,Bachelor,Approved,Minor Loss,Other,Yes,Yes,MA,Hubbardston,13,AGENT00357,VNDR00375
07-08-2020,TXN00001683,A00007100,PLC00004384,19-12-2019,06-08-2020,06-08-2020,Health,183.66,2000,Jorge Jones,Panama City,FL,32408,Married,64,62,Employed,5,Medium,Own,Lower Income,High School,Approved,Total Loss,Ambulance,No,No,MD,Brooklyn Park,14,AGENT01117,No Vendor
07-08-2020,TXN00001684,A00009236,PLC00005264,29-12-2014,24-07-2020,29-07-2020,Property,126.20,16000,Jason White,Nashville,TN,37203,Married,40,62,Employed,4,Low,Own,Medium Income,MD,Approved,Total Loss,None,Yes,No,VT,Barre,3,AGENT00562,VNDR00305
